# Constructed from biom file
#OTU ID	PCR-neg-1	PCR-neg-2	Sa-01	Sa-05	Sem-01	Sem-03	Sk-01	Sk-04	V-01	V-03
JQ460222.1.1391	0.0	0.0	6.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
MG238538.1.1497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
JF022053.1.1363	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HQ757500.1.1466	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ447595.1.1414	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AWVR01000095.17.1514	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ477229.1.1399	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ463565.1.1380	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ467377.1.1339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
JQ449894.1.1374	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
HQ757668.1.1446	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CP001962.592399.595224	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
MF578790.1.1419	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ957839.1.1460	0.0	0.0	0.0	0.0	0.0	0.0	18.0	22.0	0.0	0.0
FJ602395.1.1404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
JQ452125.1.1330	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
AF385509.1.1502	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ365431.1.1359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
DQ793555.1.1290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
JQ456195.1.1393	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HM266969.1.1365	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EU979061.1.1453	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
KJ862122.1.1382	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
X79287.1.1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
EU135490.1.1347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
FN667332.1.1437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
GQ897589.1.1486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
JQ798404.1.1485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
GQ003913.1.1349	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
MH813973.1.1314	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ470453.1.1473	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JF146329.1.1382	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AM420144.1.1397	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JF217893.1.1356	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ475317.1.1231	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
AB618491.1.1506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
KF063161.1.1316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
CEAC01018704.2791.4293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
KF098311.1.1350	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ452519.1.1326	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF432138.1.1487	0.0	0.0	10.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
AB022678.1.1462	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
FN421521.1.1381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
KX585212.1.1381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
EF154120.1.1410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
EU763160.1.1358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
AB643464.1.1414	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
LN571576.1.1347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
KF843112.1.1397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
FJ555565.1.1396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
JF152722.1.1344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
KJ734881.1.1385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
AY850429.1.1250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
AB002520.1.1377	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ447623.1.1398	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
KF100208.1.1364	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
GU214151.1.1428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
AY663436.1.1431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
KC554302.1.1520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
KF101668.1.1358	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EU762705.1.1383	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
JF241759.1.1361	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
DQ796676.1.1389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
KF842772.1.1397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
KF842988.1.1434	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JN104029.1.1463	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
AY005070.1.1284	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
JN989300.1.1435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
KF063723.1.1343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
MRWE01000064.169.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
JF957137.1.1377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
AB008507.1.1464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
JF229745.1.1368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0
FJ557743.1.1389	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF385576.1.1516	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ478036.1.1390	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ476896.1.1333	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
CP009312.554489.556018	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
AF132270.1.1279	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
MH236283.1.1212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
FJ957836.1.1455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
KF066950.1.1341	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CP027241.1111604.1113141	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ449983.1.1321	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF287794.1.1510	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
MH446998.1.1252	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
HQ731452.1.1457	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
AB374374.1.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
EU928992.1.1386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
JQ474129.1.1384	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
GEEO01017285.65.1522	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
DQ798280.1.1322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
HM310061.1.1351	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ455242.1.1373	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ473747.1.1401	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
KC410867.1.1447	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
LN562500.1.1337	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0
CDYI01023850.213.1721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
KX692279.1.1210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
JQ447821.1.1420	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MH571622.1.1350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
AY850461.1.1228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
KP030688.1.1443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
AB184545.1.1479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
HE681285.1.1531	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB681369.1.1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
KF952570.1.1442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
GU584356.1.1286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
AB616133.1.1466	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ654157.1.1502	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GQ011154.1.1359	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
KC432448.1.1329	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
KU248754.1.1456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
KF842660.1.1369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
GBHJ01003687.151.1360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
KF098316.1.1357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
KF096936.1.1356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
KF101479.1.1371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
LFJQ01000574.278.2219	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ467862.1.1382	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
KF098409.1.1362	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
EU801238.1.1486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
JX097018.1.1439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
DQ808850.1.1283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
JQ452670.1.1361	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ465246.1.1375	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
AY887010.1.1360	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
JN793845.1.1486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
KF843400.1.1328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
CP019619.2704848.2706441	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPLS01001650.11.1381	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
DQ799593.1.1371	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
HG529114.1.1241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
EU460635.1.1403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
KJ600914.1.1495	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MH447059.1.1230	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPLP01003912.1.1506	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
AB630493.1.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
HE792770.1.1433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
